Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/0/3.14159,166,0,980.0,1079.267188554217,849.3427000000224,2799.3993000000046,114.0,0.9263933639573709,0.0,980,1000,1100,1100,1400,1600,2500,2800,2800,2800,2800
,Aggregated,166,0,980.0,1079.267188554217,849.3427000000224,2799.3993000000046,114.0,0.9263933639573709,0.0,980,1000,1100,1100,1400,1600,2500,2800,2800,2800,2800
