Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1668769146,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1668769147,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1668769148,1,GET,/0/3.14159,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,1,0,1571.0545000000002,1571.0545000000002,1571.0545000000002,1571.0545000000002,114.0
1668769148,1,,Aggregated,0.000000,0.000000,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1,0,1571.0545000000002,1571.0545000000002,1571.0545000000002,1571.0545000000002,114.0
1668769149,1,GET,/0/3.14159,0.000000,0.000000,920,920,920,920,920,920,920,920,920,920,920,2,0,924.1027000000001,1247.5786000000003,924.1027000000001,1571.0545000000002,114.0
1668769149,1,,Aggregated,0.000000,0.000000,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,2,0,924.1027000000001,1247.5786000000003,924.1027000000001,1571.0545000000002,114.0
1668769150,1,GET,/0/3.14159,0.000000,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,3,0,1000.0,1179.1305000000002,924.1027000000001,1571.0545000000002,114.0
1668769150,1,,Aggregated,0.000000,0.000000,1000,1000,1600,1600,1600,1600,1600,1600,1600,1600,1600,3,0,1000.0,1179.1305000000002,924.1027000000001,1571.0545000000002,114.0
1668769151,1,GET,/0/3.14159,0.500000,0.000000,950,950,1000,1000,1000,1000,1000,1000,1000,1000,1000,4,0,950.0,1121.209875,924.1027000000001,1571.0545000000002,114.0
1668769151,1,,Aggregated,0.500000,0.000000,1000,1000,1600,1600,1600,1600,1600,1600,1600,1600,1600,4,0,950.0,1121.209875,924.1027000000001,1571.0545000000002,114.0
1668769152,1,GET,/0/3.14159,0.666667,0.000000,950,950,1000,1000,1000,1000,1000,1000,1000,1000,1000,5,0,950.0,1085.14778,924.1027000000001,1571.0545000000002,114.0
1668769152,1,,Aggregated,0.666667,0.000000,950,1000,1000,1600,1600,1600,1600,1600,1600,1600,1600,5,0,950.0,1085.14778,924.1027000000001,1571.0545000000002,114.0
1668769153,1,GET,/0/3.14159,0.750000,0.000000,950,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,6,0,950.0,1075.0006333333333,924.1027000000001,1571.0545000000002,114.0
1668769153,1,,Aggregated,0.750000,0.000000,1000,1000,1000,1000,1600,1600,1600,1600,1600,1600,1600,6,0,950.0,1075.0006333333333,924.1027000000001,1571.0545000000002,114.0
1668769154,1,GET,/0/3.14159,0.800000,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,7,0,1000.0,1069.0843714285713,924.1027000000001,1571.0545000000002,114.0
1668769154,1,,Aggregated,0.800000,0.000000,1000,1000,1000,1000,1600,1600,1600,1600,1600,1600,1600,7,0,1000.0,1069.0843714285713,924.1027000000001,1571.0545000000002,114.0
1668769155,1,GET,/0/3.14159,0.833333,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,8,0,1000.0,1060.4569625,924.1027000000001,1571.0545000000002,114.0
1668769155,1,,Aggregated,0.833333,0.000000,1000,1000,1000,1000,1600,1600,1600,1600,1600,1600,1600,8,0,1000.0,1060.4569625,924.1027000000001,1571.0545000000002,114.0
1668769156,1,GET,/0/3.14159,0.857143,0.000000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,9,0,1000.0,1046.2638444444447,924.1027000000001,1571.0545000000002,114.0
1668769156,1,,Aggregated,0.857143,0.000000,1000,1000,1000,1000,1600,1600,1600,1600,1600,1600,1600,9,0,1000.0,1046.2638444444447,924.1027000000001,1571.0545000000002,114.0
1668769157,1,GET,/0/3.14159,0.875000,0.000000,950,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,10,0,950.0,1035.56291,924.1027000000001,1571.0545000000002,114.0
1668769157,1,,Aggregated,0.875000,0.000000,950,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,10,0,950.0,1035.56291,924.1027000000001,1571.0545000000002,114.0
1668769158,1,GET,/0/3.14159,0.888889,0.000000,950,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,11,0,950.0,1025.8256454545458,924.1027000000001,1571.0545000000002,114.0
1668769158,1,,Aggregated,0.888889,0.000000,950,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,11,0,950.0,1025.8256454545458,924.1027000000001,1571.0545000000002,114.0
1668769159,1,GET,/0/3.14159,0.900000,0.000000,950,960,1000,1000,1000,1000,1000,1000,1000,1000,1000,12,0,950.0,1020.2216500000003,924.1027000000001,1571.0545000000002,114.0
1668769159,1,,Aggregated,0.900000,0.000000,950,960,1000,1000,1000,1000,1000,1000,1000,1000,1000,12,0,950.0,1020.2216500000003,924.1027000000001,1571.0545000000002,114.0
1668769160,1,GET,/0/3.14159,1.000000,0.000000,960,1000,1000,1000,1600,1600,1600,1600,1600,1600,1600,13,0,960.0,1062.6984923076925,924.1027000000001,1572.4205999999992,114.0
1668769160,1,,Aggregated,1.000000,0.000000,960,1000,1000,1000,1600,1600,1600,1600,1600,1600,1600,13,0,960.0,1062.6984923076925,924.1027000000001,1572.4205999999992,114.0
1668769161,1,GET,/0/3.14159,1.000000,0.000000,960,1000,1000,1000,1600,1600,1600,1600,1600,1600,1600,14,0,950.0,1051.7991071428573,910.1071000000012,1572.4205999999992,114.0
1668769161,1,,Aggregated,1.000000,0.000000,960,1000,1000,1000,1600,1600,1600,1600,1600,1600,1600,14,0,950.0,1051.7991071428573,910.1071000000012,1572.4205999999992,114.0
1668769162,1,GET,/0/3.14159,1.000000,0.000000,940,960,1000,1000,1600,1600,1600,1600,1600,1600,1600,15,0,950.0,1043.5608133333335,910.1071000000012,1572.4205999999992,114.0
1668769162,1,,Aggregated,1.000000,0.000000,940,960,1000,1000,1600,1600,1600,1600,1600,1600,1600,15,0,950.0,1043.5608133333335,910.1071000000012,1572.4205999999992,114.0
1668769163,1,GET,/0/3.14159,0.900000,0.000000,940,960,1000,1400,1600,1600,1600,1600,1600,1600,1600,16,0,950.0,1065.281975,910.1071000000012,1572.4205999999992,114.0
1668769163,1,,Aggregated,0.900000,0.000000,940,960,1000,1400,1600,1600,1600,1600,1600,1600,1600,16,0,950.0,1065.281975,910.1071000000012,1572.4205999999992,114.0
1668769164,1,GET,/0/3.14159,1.000000,0.000000,930,940,960,1400,1600,1600,1600,1600,1600,1600,1600,17,0,950.0,1057.3889588235295,910.1071000000012,1572.4205999999992,114.0
1668769164,1,,Aggregated,1.000000,0.000000,930,940,960,1400,1600,1600,1600,1600,1600,1600,1600,17,0,950.0,1057.3889588235295,910.1071000000012,1572.4205999999992,114.0
