Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Requests/s,Total Min Response Time,Total Max Response Time,Total Average Content Size
1668548871,1,GET,/0/3.14159,3.833333,0.000000,240,240,250,250,250,260,260,260,260,260,260,33,0,240.0,239.58478181818185,222.7785999999998,258.9114000000006,114.0

1668548871,1,,Aggregated,3.833333,0.000000,240,240,250,250,250,260,260,260,260,260,260,33,0,240.0,239.58478181818185,222.7785999999998,258.9114000000006,114.0

1668548872,1,GET,/0/3.14159,3.857143,0.000000,240,250,250,250,250,260,260,260,260,260,260,37,0,240.0,239.80647837837844,222.7785999999998,258.9114000000006,114.0

1668548872,1,,Aggregated,3.857143,0.000000,240,250,250,250,250,260,260,260,260,260,260,37,0,240.0,239.80647837837844,222.7785999999998,258.9114000000006,114.0

1668548873,1,GET,/0/3.14159,4.000000,0.000000,240,250,250,250,250,260,260,260,260,260,260,41,0,240.0,240.04884390243902,222.7785999999998,258.9114000000006,114.0

1668548873,1,,Aggregated,4.000000,0.000000,240,250,250,250,250,260,260,260,260,260,260,41,0,240.0,240.04884390243902,222.7785999999998,258.9114000000006,114.0

1668548874,1,GET,/0/3.14159,4.000000,0.000000,240,250,250,250,250,260,260,260,260,260,260,45,0,240.0,240.39531333333332,222.7785999999998,258.9114000000006,114.0

1668548874,1,,Aggregated,4.000000,0.000000,240,250,250,250,250,260,260,260,260,260,260,45,0,240.0,240.39531333333332,222.7785999999998,258.9114000000006,114.0

1668548875,1,GET,/0/3.14159,4.000000,0.000000,240,250,250,250,260,260,260,260,260,260,260,50,0,240.0,240.60595000000004,222.7785999999998,259.3499999999995,114.0

1668548875,1,,Aggregated,4.000000,0.000000,240,250,250,250,260,260,260,260,260,260,260,50,0,240.0,240.60595000000004,222.7785999999998,259.3499999999995,114.0

1668548876,1,GET,/0/3.14159,4.200000,0.000000,240,250,250,250,260,260,260,260,260,260,260,54,0,240.0,240.16051111111113,222.7785999999998,259.3499999999995,114.0

1668548876,1,,Aggregated,4.200000,0.000000,240,250,250,250,260,260,260,260,260,260,260,54,0,240.0,240.16051111111113,222.7785999999998,259.3499999999995,114.0

1668548877,1,GET,/0/3.14159,4.100000,0.000000,240,250,250,250,260,260,260,260,260,260,260,58,0,240.0,240.86954137931036,222.7785999999998,259.3499999999995,114.0

1668548877,1,,Aggregated,4.100000,0.000000,240,250,250,250,260,260,260,260,260,260,260,58,0,240.0,240.86954137931036,222.7785999999998,259.3499999999995,114.0

1668548878,1,GET,/0/3.14159,4.100000,0.000000,240,250,250,250,260,260,260,260,260,260,260,62,0,240.0,240.7884725806452,222.7785999999998,259.3499999999995,114.0

1668548878,1,,Aggregated,4.100000,0.000000,240,250,250,250,260,260,260,260,260,260,260,62,0,240.0,240.7884725806452,222.7785999999998,259.3499999999995,114.0

1668548879,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,66,0,240.0,241.3369787878788,222.7785999999998,259.3499999999995,114.0

1668548879,1,,Aggregated,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,66,0,240.0,241.3369787878788,222.7785999999998,259.3499999999995,114.0

1668548880,1,GET,/0/3.14159,4.200000,0.000000,250,250,250,250,250,260,260,260,260,260,260,70,0,240.0,241.30496000000005,222.7785999999998,259.3499999999995,114.0

1668548880,1,,Aggregated,4.200000,0.000000,250,250,250,250,250,260,260,260,260,260,260,70,0,240.0,241.30496000000005,222.7785999999998,259.3499999999995,114.0

1668548881,1,GET,/0/3.14159,4.200000,0.000000,240,250,250,250,250,260,260,260,260,260,260,75,0,240.0,241.00984400000007,222.7785999999998,259.3499999999995,114.0

1668548881,1,,Aggregated,4.200000,0.000000,240,250,250,250,250,260,260,260,260,260,260,75,0,240.0,241.00984400000007,222.7785999999998,259.3499999999995,114.0

1668548882,1,GET,/0/3.14159,4.200000,0.000000,240,250,250,250,260,260,260,260,260,260,260,79,0,240.0,241.50220000000016,222.7785999999998,259.3499999999995,114.0

1668548882,1,,Aggregated,4.200000,0.000000,240,250,250,250,260,260,260,260,260,260,260,79,0,240.0,241.50220000000016,222.7785999999998,259.3499999999995,114.0

1668548883,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,83,0,240.0,242.03175301204837,222.7785999999998,260.0405999999999,114.0

1668548883,1,,Aggregated,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,83,0,240.0,242.03175301204837,222.7785999999998,260.0405999999999,114.0

1668548884,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,87,0,240.0,242.22028850574728,222.7785999999998,260.0405999999999,114.0

1668548884,1,,Aggregated,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,87,0,240.0,242.22028850574728,222.7785999999998,260.0405999999999,114.0

1668548885,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,91,0,240.0,242.25676153846172,222.7785999999998,260.0405999999999,114.0

1668548885,1,,Aggregated,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,91,0,240.0,242.25676153846172,222.7785999999998,260.0405999999999,114.0

1668548886,1,GET,/0/3.14159,4.100000,0.000000,240,250,250,250,260,260,260,260,260,260,260,95,0,240.0,242.25996421052642,222.7785999999998,260.0405999999999,114.0

1668548886,1,,Aggregated,4.100000,0.000000,240,250,250,250,260,260,260,260,260,260,260,95,0,240.0,242.25996421052642,222.7785999999998,260.0405999999999,114.0

1668548887,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,260,260,260,260,260,260,260,260,99,0,240.0,242.7400404040405,222.7785999999998,260.5260999999999,114.0

1668548887,1,,Aggregated,4.100000,0.000000,250,250,250,260,260,260,260,260,260,260,260,99,0,240.0,242.7400404040405,222.7785999999998,260.5260999999999,114.0

1668548888,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,260,260,260,260,260,260,260,260,103,0,240.0,242.80582524271856,222.7785999999998,260.5260999999999,114.0

1668548888,1,,Aggregated,4.100000,0.000000,250,250,250,260,260,260,260,260,260,260,260,103,0,240.0,242.80582524271856,222.7785999999998,260.5260999999999,114.0

1668548889,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,260,260,260,260,260,260,260,260,107,0,240.0,242.9087644859814,222.7785999999998,261.32690000000025,114.0

1668548889,1,,Aggregated,4.100000,0.000000,250,250,250,260,260,260,260,260,260,260,260,107,0,240.0,242.9087644859814,222.7785999999998,261.32690000000025,114.0

1668548890,1,GET,/0/3.14159,4.000000,0.000000,250,250,260,260,260,260,260,260,260,260,260,112,0,240.0,242.9880294642858,222.7785999999998,261.32690000000025,114.0

1668548890,1,,Aggregated,4.000000,0.000000,250,250,260,260,260,260,260,260,260,260,260,112,0,240.0,242.9880294642858,222.7785999999998,261.32690000000025,114.0

1668548891,1,GET,/0/3.14159,4.000000,0.000000,250,250,260,260,260,260,260,260,260,260,260,115,0,240.0,243.09560173913053,222.7785999999998,261.32690000000025,114.0

1668548891,1,,Aggregated,4.000000,0.000000,250,250,260,260,260,260,260,260,260,260,260,115,0,240.0,243.09560173913053,222.7785999999998,261.32690000000025,114.0

1668548892,1,GET,/0/3.14159,4.000000,0.000000,250,250,260,260,260,260,270,270,270,270,270,119,0,240.0,243.47440420168076,222.7785999999998,266.1750000000005,114.0

1668548892,1,,Aggregated,4.000000,0.000000,250,250,260,260,260,260,270,270,270,270,270,119,0,240.0,243.47440420168076,222.7785999999998,266.1750000000005,114.0

1668548893,1,GET,/0/3.14159,4.100000,0.000000,250,260,260,260,260,260,270,270,270,270,270,123,0,240.0,243.90360162601633,222.7785999999998,266.1750000000005,114.0

1668548893,1,,Aggregated,4.100000,0.000000,250,260,260,260,260,260,270,270,270,270,270,123,0,240.0,243.90360162601633,222.7785999999998,266.1750000000005,114.0

1668548894,1,GET,/0/3.14159,4.000000,0.000000,250,260,260,260,260,260,270,270,270,270,270,127,0,240.0,244.1604370078741,222.7785999999998,266.1750000000005,114.0

1668548894,1,,Aggregated,4.000000,0.000000,250,260,260,260,260,260,270,270,270,270,270,127,0,240.0,244.1604370078741,222.7785999999998,266.1750000000005,114.0

1668548895,1,GET,/0/3.14159,4.000000,0.000000,250,260,260,260,260,260,270,270,270,270,270,131,0,240.0,244.40689389312988,222.7785999999998,266.1750000000005,114.0

1668548895,1,,Aggregated,4.000000,0.000000,250,260,260,260,260,260,270,270,270,270,270,131,0,240.0,244.40689389312988,222.7785999999998,266.1750000000005,114.0

1668548896,1,GET,/0/3.14159,4.000000,0.000000,250,260,260,260,260,270,270,270,270,270,270,135,0,250.0,244.90185481481495,222.7785999999998,268.2456000000002,114.0

1668548896,1,,Aggregated,4.000000,0.000000,250,260,260,260,260,270,270,270,270,270,270,135,0,250.0,244.90185481481495,222.7785999999998,268.2456000000002,114.0

1668548897,1,GET,/0/3.14159,4.000000,0.000000,250,260,260,260,260,270,270,270,270,270,270,139,0,250.0,245.0195071942448,222.7785999999998,268.2456000000002,114.0

1668548897,1,,Aggregated,4.000000,0.000000,250,260,260,260,260,270,270,270,270,270,270,139,0,250.0,245.0195071942448,222.7785999999998,268.2456000000002,114.0

1668548898,1,GET,/0/3.14159,4.000000,0.000000,250,260,260,260,260,270,270,270,270,270,270,143,0,250.0,245.1462377622379,222.7785999999998,268.2456000000002,114.0

1668548898,1,,Aggregated,4.000000,0.000000,250,260,260,260,260,270,270,270,270,270,270,143,0,250.0,245.1462377622379,222.7785999999998,268.2456000000002,114.0

1668548899,1,GET,/0/3.14159,4.000000,0.000000,250,260,260,260,270,270,270,270,270,270,270,147,0,250.0,245.61102176870756,222.7785999999998,268.2456000000002,114.0

1668548899,1,,Aggregated,4.000000,0.000000,250,260,260,260,270,270,270,270,270,270,270,147,0,250.0,245.61102176870756,222.7785999999998,268.2456000000002,114.0

1668548900,1,GET,/0/3.14159,4.000000,0.000000,260,260,260,260,270,270,270,270,270,270,270,151,0,250.0,246.0254185430465,222.7785999999998,268.2456000000002,114.0

1668548900,1,,Aggregated,4.000000,0.000000,260,260,260,260,270,270,270,270,270,270,270,151,0,250.0,246.0254185430465,222.7785999999998,268.2456000000002,114.0

1668548901,1,GET,/0/3.14159,4.000000,0.000000,260,260,260,260,270,270,270,270,270,270,270,155,0,250.0,246.20103935483883,222.7785999999998,268.2456000000002,114.0

1668548901,1,,Aggregated,4.000000,0.000000,260,260,260,260,270,270,270,270,270,270,270,155,0,250.0,246.20103935483883,222.7785999999998,268.2456000000002,114.0

1668548902,1,GET,/0/3.14159,4.000000,0.000000,260,260,260,260,270,270,270,270,270,270,270,159,0,250.0,246.29102704402524,222.7785999999998,268.2456000000002,114.0

1668548902,1,,Aggregated,4.000000,0.000000,260,260,260,260,270,270,270,270,270,270,270,159,0,250.0,246.29102704402524,222.7785999999998,268.2456000000002,114.0

1668548903,1,GET,/0/3.14159,3.900000,0.000000,260,260,260,260,270,270,270,270,270,270,270,163,0,250.0,246.44741411042946,222.7785999999998,268.2456000000002,114.0

1668548903,1,,Aggregated,3.900000,0.000000,260,260,260,260,270,270,270,270,270,270,270,163,0,250.0,246.44741411042946,222.7785999999998,268.2456000000002,114.0

1668548904,1,GET,/0/3.14159,4.000000,0.000000,260,260,260,260,270,270,270,270,270,270,270,167,0,250.0,246.62250419161677,222.7785999999998,269.3993999999975,114.0

1668548904,1,,Aggregated,4.000000,0.000000,260,260,260,260,270,270,270,270,270,270,270,167,0,250.0,246.62250419161677,222.7785999999998,269.3993999999975,114.0

1668548905,1,GET,/0/3.14159,4.000000,0.000000,250,260,260,260,270,270,270,270,270,270,270,171,0,250.0,246.61397192982454,222.7785999999998,269.3993999999975,114.0

1668548905,1,,Aggregated,4.000000,0.000000,250,260,260,260,270,270,270,270,270,270,270,171,0,250.0,246.61397192982454,222.7785999999998,269.3993999999975,114.0

1668548906,1,GET,/0/3.14159,4.000000,0.000000,250,260,260,260,270,270,270,270,270,270,270,176,0,250.0,246.40389147727274,222.7785999999998,269.3993999999975,114.0

1668548906,1,,Aggregated,4.000000,0.000000,250,260,260,260,270,270,270,270,270,270,270,176,0,250.0,246.40389147727274,222.7785999999998,269.3993999999975,114.0

1668548907,1,GET,/0/3.14159,4.000000,0.000000,250,260,260,260,270,270,270,270,270,270,270,180,0,250.0,246.49674722222218,222.7785999999998,269.3993999999975,114.0

1668548907,1,,Aggregated,4.000000,0.000000,250,260,260,260,270,270,270,270,270,270,270,180,0,250.0,246.49674722222218,222.7785999999998,269.3993999999975,114.0

1668548908,1,GET,/0/3.14159,4.000000,0.000000,250,260,260,260,270,270,270,270,270,270,270,184,0,250.0,246.28398260869562,222.7785999999998,269.3993999999975,114.0

1668548908,1,,Aggregated,4.000000,0.000000,250,260,260,260,270,270,270,270,270,270,270,184,0,250.0,246.28398260869562,222.7785999999998,269.3993999999975,114.0

1668548909,1,GET,/0/3.14159,4.000000,0.000000,250,250,260,260,260,270,270,270,270,270,270,188,0,250.0,246.15181808510633,222.7785999999998,269.3993999999975,114.0

1668548909,1,,Aggregated,4.000000,0.000000,250,250,260,260,260,270,270,270,270,270,270,188,0,250.0,246.15181808510633,222.7785999999998,269.3993999999975,114.0

1668548910,1,GET,/0/3.14159,4.000000,0.000000,250,250,250,260,260,270,270,270,270,270,270,192,0,250.0,246.15778385416658,222.7785999999998,269.3993999999975,114.0

1668548910,1,,Aggregated,4.000000,0.000000,250,250,250,260,260,270,270,270,270,270,270,192,0,250.0,246.15778385416658,222.7785999999998,269.3993999999975,114.0

1668548911,1,GET,/0/3.14159,4.000000,0.000000,250,250,250,260,260,270,270,270,270,270,270,196,0,250.0,246.17398622448968,222.7785999999998,269.3993999999975,114.0

1668548911,1,,Aggregated,4.000000,0.000000,250,250,250,260,260,270,270,270,270,270,270,196,0,250.0,246.17398622448968,222.7785999999998,269.3993999999975,114.0

1668548912,1,GET,/0/3.14159,4.000000,0.000000,250,250,250,260,260,260,270,270,270,270,270,200,0,250.0,246.00928449999992,222.7785999999998,269.3993999999975,114.0

1668548912,1,,Aggregated,4.000000,0.000000,250,250,250,260,260,260,270,270,270,270,270,200,0,250.0,246.00928449999992,222.7785999999998,269.3993999999975,114.0

1668548913,1,GET,/0/3.14159,4.000000,0.000000,250,250,250,250,260,260,270,270,270,270,270,204,0,250.0,245.99548725490186,222.7785999999998,269.3993999999975,114.0

1668548913,1,,Aggregated,4.000000,0.000000,250,250,250,250,260,260,270,270,270,270,270,204,0,250.0,245.99548725490186,222.7785999999998,269.3993999999975,114.0

1668548914,1,GET,/0/3.14159,4.000000,0.000000,240,250,250,250,260,260,260,260,260,260,260,209,0,250.0,245.8765655502392,222.7785999999998,269.3993999999975,114.0

1668548914,1,,Aggregated,4.000000,0.000000,240,250,250,250,260,260,260,260,260,260,260,209,0,250.0,245.8765655502392,222.7785999999998,269.3993999999975,114.0

1668548915,1,GET,/0/3.14159,4.000000,0.000000,250,250,250,250,260,260,260,260,260,260,260,213,0,250.0,245.9190450704225,222.7785999999998,269.3993999999975,114.0

1668548915,1,,Aggregated,4.000000,0.000000,250,250,250,250,260,260,260,260,260,260,260,213,0,250.0,245.9190450704225,222.7785999999998,269.3993999999975,114.0

1668548916,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,217,0,250.0,246.02521474654372,222.7785999999998,269.3993999999975,114.0

1668548916,1,,Aggregated,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,217,0,250.0,246.02521474654372,222.7785999999998,269.3993999999975,114.0

1668548917,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,221,0,250.0,246.1071203619909,222.7785999999998,269.3993999999975,114.0

1668548917,1,,Aggregated,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,221,0,250.0,246.1071203619909,222.7785999999998,269.3993999999975,114.0

1668548918,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,225,0,250.0,245.8344404444444,222.7785999999998,269.3993999999975,114.0

1668548918,1,,Aggregated,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,225,0,250.0,245.8344404444444,222.7785999999998,269.3993999999975,114.0

1668548919,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,229,0,250.0,245.69473711790388,222.7785999999998,269.3993999999975,114.0

1668548919,1,,Aggregated,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,229,0,250.0,245.69473711790388,222.7785999999998,269.3993999999975,114.0

1668548920,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,233,0,250.0,245.63716394849789,222.7785999999998,269.3993999999975,114.0

1668548920,1,,Aggregated,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,233,0,250.0,245.63716394849789,222.7785999999998,269.3993999999975,114.0

1668548921,1,GET,/0/3.14159,4.100000,0.000000,240,250,250,250,260,260,260,260,260,260,260,238,0,250.0,245.47808613445383,222.7785999999998,269.3993999999975,114.0

1668548921,1,,Aggregated,4.100000,0.000000,240,250,250,250,260,260,260,260,260,260,260,238,0,250.0,245.47808613445383,222.7785999999998,269.3993999999975,114.0

1668548922,1,GET,/0/3.14159,4.100000,0.000000,240,250,250,250,260,260,260,260,260,260,260,242,0,250.0,245.3917747933885,222.7785999999998,269.3993999999975,114.0

1668548922,1,,Aggregated,4.100000,0.000000,240,250,250,250,260,260,260,260,260,260,260,242,0,250.0,245.3917747933885,222.7785999999998,269.3993999999975,114.0

1668548923,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,246,0,250.0,245.34267317073173,222.7785999999998,269.3993999999975,114.0

1668548923,1,,Aggregated,4.100000,0.000000,250,250,250,250,260,260,260,260,260,260,260,246,0,250.0,245.34267317073173,222.7785999999998,269.3993999999975,114.0

1668548924,1,GET,/0/3.14159,4.200000,0.000000,250,250,250,250,250,260,260,260,260,260,260,250,0,250.0,245.20480279999998,222.7785999999998,269.3993999999975,114.0

1668548924,1,,Aggregated,4.200000,0.000000,250,250,250,250,250,260,260,260,260,260,260,250,0,250.0,245.20480279999998,222.7785999999998,269.3993999999975,114.0

1668548925,1,GET,/0/3.14159,4.200000,0.000000,240,250,250,250,250,260,260,260,260,260,260,254,0,250.0,245.19305354330706,222.7785999999998,269.3993999999975,114.0

1668548925,1,,Aggregated,4.200000,0.000000,240,250,250,250,250,260,260,260,260,260,260,254,0,250.0,245.19305354330706,222.7785999999998,269.3993999999975,114.0

1668548926,1,GET,/0/3.14159,4.100000,0.000000,240,250,250,250,250,260,260,260,260,260,260,258,0,250.0,245.18387170542636,222.7785999999998,269.3993999999975,114.0

1668548926,1,,Aggregated,4.100000,0.000000,240,250,250,250,250,260,260,260,260,260,260,258,0,250.0,245.18387170542636,222.7785999999998,269.3993999999975,114.0

1668548927,1,GET,/0/3.14159,4.100000,0.000000,240,250,250,250,250,260,260,260,260,260,260,262,0,250.0,245.1413507633588,222.7785999999998,269.3993999999975,114.0

1668548927,1,,Aggregated,4.100000,0.000000,240,250,250,250,250,260,260,260,260,260,260,262,0,250.0,245.1413507633588,222.7785999999998,269.3993999999975,114.0

1668548928,1,GET,/0/3.14159,4.100000,0.000000,240,250,250,250,250,260,260,260,260,260,260,267,0,250.0,245.06644606741577,222.7785999999998,269.3993999999975,114.0

1668548928,1,,Aggregated,4.100000,0.000000,240,250,250,250,250,260,260,260,260,260,260,267,0,250.0,245.06644606741577,222.7785999999998,269.3993999999975,114.0

1668548929,1,GET,/0/3.14159,4.100000,0.000000,240,250,250,250,250,260,260,260,260,260,260,271,0,250.0,244.96294686346874,222.7785999999998,269.3993999999975,114.0

1668548929,1,,Aggregated,4.100000,0.000000,240,250,250,250,250,260,260,260,260,260,260,271,0,250.0,244.96294686346874,222.7785999999998,269.3993999999975,114.0

1668548930,1,GET,/0/3.14159,4.100000,0.000000,240,250,250,250,250,250,260,260,260,260,260,275,0,250.0,244.90025527272743,222.7785999999998,269.3993999999975,114.0

1668548930,1,,Aggregated,4.100000,0.000000,240,250,250,250,250,250,260,260,260,260,260,275,0,250.0,244.90025527272743,222.7785999999998,269.3993999999975,114.0

1668548931,1,GET,/0/3.14159,4.200000,0.000000,240,250,250,250,250,250,260,260,260,260,260,279,0,250.0,244.79901146953424,222.7785999999998,269.3993999999975,114.0

1668548931,1,,Aggregated,4.200000,0.000000,240,250,250,250,250,250,260,260,260,260,260,279,0,250.0,244.79901146953424,222.7785999999998,269.3993999999975,114.0

1668548932,1,GET,/0/3.14159,4.200000,0.000000,240,250,250,250,250,260,260,260,260,260,260,283,0,250.0,244.90550106007083,222.7785999999998,269.3993999999975,114.0

1668548932,1,,Aggregated,4.200000,0.000000,240,250,250,250,250,260,260,260,260,260,260,283,0,250.0,244.90550106007083,222.7785999999998,269.3993999999975,114.0

1668548933,1,GET,/0/3.14159,4.200000,0.000000,250,250,250,250,250,260,260,260,260,260,260,287,0,250.0,244.86418989547062,222.7785999999998,269.3993999999975,114.0

1668548933,1,,Aggregated,4.200000,0.000000,250,250,250,250,250,260,260,260,260,260,260,287,0,250.0,244.86418989547062,222.7785999999998,269.3993999999975,114.0

1668548934,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,291,0,250.0,244.8759457044675,222.7785999999998,269.3993999999975,114.0

1668548934,1,,Aggregated,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,291,0,250.0,244.8759457044675,222.7785999999998,269.3993999999975,114.0

1668548935,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,295,0,250.0,244.9238342372883,222.7785999999998,269.3993999999975,114.0

1668548935,1,,Aggregated,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,295,0,250.0,244.9238342372883,222.7785999999998,269.3993999999975,114.0

1668548936,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,299,0,250.0,244.95733377926433,222.7785999999998,269.3993999999975,114.0

1668548936,1,,Aggregated,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,299,0,250.0,244.95733377926433,222.7785999999998,269.3993999999975,114.0

1668548937,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,304,0,250.0,244.9665605263159,222.7785999999998,269.3993999999975,114.0

1668548937,1,,Aggregated,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,304,0,250.0,244.9665605263159,222.7785999999998,269.3993999999975,114.0

1668548938,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,308,0,250.0,244.96608474025982,222.7785999999998,269.3993999999975,114.0

1668548938,1,,Aggregated,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,308,0,250.0,244.96608474025982,222.7785999999998,269.3993999999975,114.0

1668548939,1,GET,/0/3.14159,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,312,0,250.0,244.86963429487182,222.7785999999998,269.3993999999975,114.0

1668548939,1,,Aggregated,4.100000,0.000000,250,250,250,250,250,260,260,260,260,260,260,312,0,250.0,244.86963429487182,222.7785999999998,269.3993999999975,114.0

1668548940,1,GET,/0/3.14159,4.100000,0.000000,240,250,250,250,250,260,260,260,260,260,260,316,0,250.0,244.74477025316463,222.7785999999998,269.3993999999975,114.0

1668548940,1,,Aggregated,4.100000,0.000000,240,250,250,250,250,260,260,260,260,260,260,316,0,250.0,244.74477025316463,222.7785999999998,269.3993999999975,114.0

1668548941,1,GET,/0/3.14159,4.100000,0.000000,240,250,250,250,260,260,260,260,260,260,260,320,0,250.0,244.71753593750014,221.44550000000152,269.3993999999975,114.0

1668548941,1,,Aggregated,4.100000,0.000000,240,250,250,250,260,260,260,260,260,260,260,320,0,250.0,244.71753593750014,221.44550000000152,269.3993999999975,114.0

1668548942,1,GET,/0/3.14159,4.100000,0.000000,240,250,250,250,250,260,260,260,260,260,260,325,0,250.0,244.47902030769248,221.44550000000152,269.3993999999975,114.0

1668548942,1,,Aggregated,4.100000,0.000000,240,250,250,250,250,260,260,260,260,260,260,325,0,250.0,244.47902030769248,221.44550000000152,269.3993999999975,114.0

1668548943,1,GET,/0/3.14159,4.100000,0.000000,240,240,250,250,250,260,260,260,260,260,260,329,0,250.0,244.36722492401228,221.44550000000152,269.3993999999975,114.0

1668548943,1,,Aggregated,4.100000,0.000000,240,240,250,250,250,260,260,260,260,260,260,329,0,250.0,244.36722492401228,221.44550000000152,269.3993999999975,114.0

1668548944,1,GET,/0/3.14159,4.100000,0.000000,240,240,250,250,250,260,260,260,260,260,260,333,0,250.0,244.3354552552554,221.44550000000152,269.3993999999975,114.0

